date,min,max,mean,cloud_cover,max_temp,mean_temp,min_temp,precipitation,snow_depth
2012-01-01,0.445,60.159,12.536492795389048,7.0,11.9,12.2,11.3,7.2,0.0
2012-01-02,0.463,65.824,12.864265129682996,1.0,12.6,8.1,4.2,2.0,0.0
2012-01-03,0.464,64.652,12.893674351585016,5.0,11.7,8.7,4.7,7.8,0.0
2012-01-04,0.838,68.02,12.829674351585014,4.0,11.0,8.1,4.4,2.0,0.0
2012-01-05,0.764,63.598,12.980193083573488,4.0,10.6,8.3,5.5,0.2,0.0
2012-01-06,0.445,76.663,12.562766570605186,3.0,10.6,7.0,3.3,0.0,0.0
2012-01-07,0.45,79.194,12.389391930835734,6.0,10.4,7.0,3.4,0.0,0.0
2012-01-08,0.537,83.707,13.141824207492794,7.0,12.8,8.9,7.3,0.0,0.0
2012-01-09,0.48,72.55,12.286959654178672,7.0,11.4,9.8,6.8,0.2,0.0
2012-01-10,0.449,85.789,11.92042074927954,7.0,11.2,10.0,8.6,0.0,0.0
2012-01-11,0.45,72.931,11.865109510086455,5.0,13.6,9.0,6.7,0.0,0.0
2012-01-12,0.466,71.228,11.98957636887608,4.0,7.1,10.1,6.6,0.0,0.0
2012-01-13,0.448,81.069,12.439443804034582,0.0,6.5,3.7,0.2,0.0,0.0
2012-01-14,0.887,73.107,13.224354466858788,1.0,6.7,1.7,-3.1,0.2,0.0
2012-01-15,0.884,78.906,13.894495677233431,1.0,7.2,2.5,-1.8,0.0,0.0
2012-01-16,1.409,79.022,13.107340057636888,0.0,8.7,2.9,-1.4,0.2,0.0
2012-01-17,1.308,80.357,13.043305475504322,3.0,12.4,3.1,-2.5,0.6,0.0
2012-01-18,1.0,71.543,12.569953890489916,7.0,11.0,5.9,-0.7,4.0,0.0
2012-01-19,0.447,72.137,12.202864553314122,5.0,11.3,9.7,8.4,0.8,0.0
2012-01-20,0.498,99.666,12.631899135446687,6.0,12.8,7.7,4.0,0.0,0.0
2012-01-21,0.446,97.101,12.506873198847265,6.0,12.0,10.1,7.4,0.0,0.0
2012-01-22,0.445,97.408,13.60542363112392,5.0,8.6,8.7,5.4,0.0,0.0
2012-01-23,0.447,96.384,12.713974063400576,6.0,10.4,6.0,3.4,1.4,0.0
2012-01-24,0.444,96.309,12.817585014409223,6.0,10.2,4.9,-0.6,6.2,0.0
2012-01-25,0.65,96.004,12.493962536023052,8.0,9.1,7.1,3.9,1.0,0.0
2012-01-26,1.176,95.751,12.314412103746395,5.0,9.3,7.7,6.3,0.2,0.0
2012-01-27,0.446,95.083,12.361121037463978,1.0,6.7,5.8,2.2,0.4,0.0
2012-01-28,0.445,95.646,12.869005763688762,5.0,4.9,4.3,1.9,0.0,0.0
2012-01-29,1.155,95.288,13.811622478386166,8.0,4.3,3.1,1.3,0.0,0.0
2012-01-30,0.445,58.638,13.278668587896254,7.0,2.3,2.4,0.5,0.0,0.0
2012-01-31,1.12,70.801,13.613403458213256,5.0,3.9,0.6,-1.1,0.0,0.0
2012-02-01,1.069,60.936,13.615478386167148,3.0,2.0,1.5,-0.9,0.0,0.0
2012-02-02,1.043,67.653,13.89877521613833,0.0,2.2,-0.6,-3.2,0.0,0.0
2012-02-03,0.762,72.657,14.061109510086457,2.0,1.9,-1.2,-4.5,0.0,2.0
2012-02-04,0.421,85.415,14.578097982708934,3.0,2.4,-2.2,-6.3,10.4,0.0
2012-02-05,0.711,62.823,15.603279538904898,8.0,4.5,-1.1,-4.6,0.0,7.0
2012-02-06,0.729,64.485,13.784685878962536,8.0,4.1,2.6,0.7,0.2,3.0
2012-02-07,0.724,68.975,13.597417867435158,5.0,0.7,2.6,1.1,0.0,0.0
2012-02-08,0.479,69.74,14.843095100864554,8.0,1.8,-1.4,-3.5,0.0,0.0
2012-02-09,0.613,62.375,13.929328530259363,8.0,2.4,0.3,-1.3,2.0,0.0
2012-02-10,0.595,69.778,14.025772334293949,5.0,2.4,0.3,-1.9,0.0,4.0
2012-02-11,0.717,70.587,14.226155619596542,1.0,4.8,-2.6,-7.6,0.0,2.0
2012-02-12,0.731,75.992,14.905524495677232,7.0,6.8,-1.0,-6.8,0.0,2.0
2012-02-13,0.565,61.658,13.276610951008646,7.0,8.7,2.8,-1.3,0.6,0.0
2012-02-14,0.444,62.146,12.838631123919308,6.0,11.2,5.9,3.0,0.0,0.0
2012-02-15,0.452,59.498,12.765487031700289,6.0,11.2,7.9,4.6,0.0,0.0
2012-02-16,0.442,60.929,11.896959654178676,4.0,12.2,6.9,2.5,0.0,0.0
2012-02-17,0.441,58.858,11.84821613832853,7.0,11.4,8.7,5.1,0.0,0.0
2012-02-18,0.599,55.382,12.17628818443804,6.0,7.3,9.7,8.0,2.8,0.0
2012-02-19,0.502,75.99,13.038328530259369,1.0,9.5,3.7,0.1,0.0,0.0
2012-02-20,0.164,58.456,12.672469740634003,5.0,12.5,3.2,-3.1,0.0,0.0
2012-02-21,0.495,56.687,11.864331412103745,8.0,12.5,6.9,1.3,0.0,0.0
2012-02-22,0.448,60.924,12.0609855907781,8.0,16.8,10.3,8.1,0.8,0.0
2012-02-23,1.175,56.165,11.198665706051871,4.0,14.7,12.6,8.3,0.0,0.0
2012-02-24,0.694,66.449,11.116492795389048,7.0,12.2,11.9,9.1,0.0,0.0
2012-02-25,0.443,61.051,11.600680115273777,4.0,13.3,9.8,7.4,0.0,0.0
2012-02-26,0.507,58.367,12.006106628242074,1.0,11.5,7.6,1.9,0.0,0.0
2012-02-27,1.002,58.373,11.819276657060518,8.0,13.1,8.4,5.2,0.0,0.0
2012-02-28,1.02,66.428,11.04971757925072,8.0,13.0,10.9,8.6,0.0,0.0
2012-02-29,0.888,53.292,10.997662824207492,8.0,14.4,10.8,8.5,0.0,0.0
2012-03-01,1.07,53.578,10.72542939481268,5.0,11.7,9.1,3.7,0.0,0.0
2012-03-02,0.897,80.487,11.240184438040346,,15.0,7.5,3.2,0.0,0.0
2012-03-03,0.838,63.359,11.311887608069163,5.0,9.4,10.8,6.6,2.2,0.0
2012-03-04,0.898,64.405,12.943331412103747,8.0,10.3,8.0,6.5,7.4,0.0
2012-03-05,0.456,59.611,11.950302593659943,4.0,8.9,6.8,3.2,0.0,0.0
2012-03-06,0.458,73.855,12.14770893371758,4.0,12.4,5.4,1.8,0.2,0.0
2012-03-07,0.455,70.308,11.69892219020173,5.0,12.1,8.1,3.8,3.8,0.0
2012-03-08,0.723,58.709,11.224706051873198,3.0,11.3,6.8,1.4,0.0,0.0
2012-03-09,0.461,66.398,11.529878962536024,7.0,15.8,8.1,4.8,0.0,0.0
2012-03-10,0.559,60.042,11.47406340057637,7.0,16.4,12.2,8.6,0.0,0.0
2012-03-11,0.573,56.369,11.745195965417867,1.0,14.9,10.9,5.3,0.2,0.0
2012-03-12,0.922,52.41,10.664976945244955,4.0,10.3,9.3,3.7,0.0,0.0
2012-03-13,0.489,60.494,10.800412103746398,6.0,13.5,7.6,4.9,0.0,0.0
2012-03-14,0.54,54.033,10.60921902017291,5.0,16.4,9.3,5.1,0.0,0.0
2012-03-15,0.522,56.428,10.785331412103748,2.0,9.9,8.8,1.1,0.0,0.0
2012-03-16,0.459,76.892,11.257899135446683,8.0,11.1,6.7,3.5,0.0,0.0
2012-03-17,0.661,73.928,11.710942363112393,7.0,10.4,9.2,7.3,2.2,0.0
2012-03-18,0.456,58.288,11.840121037463977,3.0,14.0,6.5,2.6,0.2,0.0
2012-03-19,0.682,53.98,10.850109510086456,0.0,15.5,7.5,0.9,0.0,0.0
2012-03-20,0.451,56.975,10.469867435158502,4.0,16.5,9.4,3.3,0.0,0.0
2012-03-21,0.646,55.48,10.458374639769453,4.0,18.2,12.2,7.9,0.0,0.0
2012-03-22,0.712,54.215,10.242247838616716,1.0,20.3,11.9,5.6,0.0,0.0
2012-03-23,0.443,71.011,10.125504322766572,1.0,20.1,13.4,6.5,0.0,0.0
2012-03-24,0.832,51.107,10.309487031700288,0.0,15.8,13.4,6.6,0.0,0.0
2012-03-25,0.727,50.808,10.776760806916426,0.0,18.9,10.6,5.3,0.0,0.0
2012-03-26,0.446,54.178,9.959671469740634,0.0,19.3,11.5,4.0,0.0,0.0
2012-03-27,0.445,53.092,9.431812680115272,0.0,22.8,12.1,4.8,0.0,0.0
2012-03-28,0.549,51.144,9.45765129682997,0.0,20.4,13.5,4.1,0.0,0.0
2012-03-29,0.454,50.159,9.5002939481268,0.0,16.9,13.3,6.1,0.0,0.0
2012-03-30,0.444,39.445,9.474821325648415,0.0,11.7,11.8,6.7,0.0,0.0
2012-03-31,0.444,41.674,10.27257636887608,6.0,13.7,9.2,6.6,0.0,0.0
2012-04-01,0.524,46.689,10.670746397694524,0.0,15.8,7.8,1.8,0.0,0.0
2012-04-02,0.444,49.923,9.89700864553314,1.0,15.1,9.6,3.3,0.0,0.0
2012-04-03,0.498,53.998,10.238948126801152,4.0,10.3,9.3,3.4,2.6,0.0
2012-04-04,0.574,53.68,10.227187319884726,5.0,9.3,6.4,2.4,0.2,0.0
2012-04-05,0.445,51.197,10.824628242074928,6.0,13.1,7.8,6.2,0.0,0.0
2012-04-06,0.443,69.038,10.763613832853029,3.0,11.2,6.1,-0.9,0.2,0.0
2012-04-07,0.444,45.1,10.337198847262249,7.0,14.2,8.5,5.8,0.6,0.0
2012-04-08,0.066,47.661,10.518268011527375,7.0,11.6,10.4,6.6,1.8,0.0
2012-04-09,0.404,57.31,10.512524495677232,8.0,14.8,9.9,8.2,4.0,0.0
2012-04-10,0.311,49.206,9.897662824207494,2.0,14.1,10.1,5.4,1.2,0.0
2012-04-11,0.31,46.185,9.848083573487031,2.0,13.2,8.7,3.3,0.0,0.0
2012-04-12,0.701,49.819,10.06235158501441,4.0,13.4,7.9,2.5,2.6,0.0
2012-04-13,0.31,50.547,10.489008645533142,3.0,12.3,8.1,2.8,0.0,0.0
2012-04-14,0.326,60.861,10.27493371757925,6.0,10.0,9.2,6.1,0.0,0.0
2012-04-15,0.316,55.452,11.531965417867436,3.0,12.3,6.5,3.0,0.0,0.0
2012-04-16,0.385,73.525,10.62048703170029,4.0,14.8,6.4,0.5,1.4,0.0
2012-04-17,0.651,76.193,11.156345821325647,6.0,12.4,10.0,5.2,3.6,0.0
2012-04-18,0.854,89.442,11.09015850144092,8.0,11.9,8.9,5.4,5.2,0.0
2012-04-19,0.645,82.818,10.978951008645533,7.0,13.1,9.0,6.1,2.0,0.0
2012-04-20,0.316,62.75,10.558561959654178,5.0,14.8,8.6,4.0,7.2,0.0
2012-04-21,0.287,58.773,10.496048991354469,4.0,15.3,8.9,2.9,0.0,0.0
2012-04-22,0.34,65.506,11.261838616714698,4.0,10.6,9.8,4.3,2.4,0.0
2012-04-23,0.004,79.214,10.841259365994237,7.0,14.1,8.5,6.3,4.2,0.0
2012-04-24,0.511,83.219,10.433953890489914,6.0,12.7,10.5,6.8,5.4,0.0
2012-04-25,0.505,73.867,11.010184438040346,7.0,14.9,9.4,6.1,11.2,0.0
2012-04-26,0.888,74.958,10.590253602305475,6.0,15.8,11.2,7.5,3.2,0.0
2012-04-27,0.198,53.48,10.218265129682996,6.0,9.7,12.4,8.9,2.4,0.0
2012-04-28,0.341,62.933,10.86599711815562,8.0,15.2,9.0,8.3,18.4,0.0
2012-04-29,0.342,68.491,11.922688760806915,6.0,19.2,10.4,5.6,3.8,0.0
2012-04-30,0.513,52.664,10.142576368876082,3.0,17.6,13.5,7.7,14.8,0.0
2012-05-01,0.513,59.593,10.122518731988473,6.0,14.7,14.5,11.3,0.0,0.0
2012-05-02,0.456,66.479,9.988155619596542,8.0,9.4,12.3,9.8,0.6,0.0
2012-05-03,0.844,64.502,10.908596541786745,8.0,10.0,8.8,8.1,0.0,0.0
2012-05-04,0.45,49.633,10.61713832853026,8.0,10.3,8.6,7.2,0.0,0.0
2012-05-05,0.793,51.226,11.009443804034582,8.0,10.4,8.0,5.6,0.2,0.0
2012-05-06,0.792,59.22,11.674172910662824,7.0,15.1,7.9,5.3,0.0,0.0
2012-05-07,0.711,45.397,11.344910662824208,6.0,18.1,9.1,3.1,2.2,0.0
2012-05-08,0.558,53.867,10.062051873198849,7.0,16.8,14.0,9.9,2.2,0.0
2012-05-09,0.447,50.036,10.067414985590778,7.0,17.1,13.3,9.8,5.8,0.0
2012-05-10,0.446,55.393,9.86835734870317,8.0,16.5,14.6,12.0,4.4,0.0
2012-05-11,0.54,47.865,9.426020172910665,4.0,15.7,13.6,10.7,0.0,0.0
2012-05-12,0.492,56.591,9.828412103746397,2.0,17.3,10.2,4.6,0.0,0.0
2012-05-13,0.795,45.707,10.330100864553314,2.0,12.5,11.1,4.9,0.0,0.0
2012-05-14,0.471,50.596,10.050809798270892,5.0,12.4,9.5,6.4,3.6,0.0
2012-05-15,0.442,64.47,9.91293371757925,5.0,14.9,8.7,5.0,2.2,0.0
2012-05-16,0.475,46.706,9.74072334293948,4.0,15.5,9.0,3.1,0.0,0.0
2012-05-17,0.461,47.619,9.602322766570603,7.0,16.2,11.1,6.6,0.0,0.0
2012-05-18,0.786,66.195,10.026976945244956,6.0,17.4,12.7,9.2,0.0,0.0
2012-05-19,0.794,53.235,9.753172910662824,8.0,11.9,14.4,11.3,0.0,0.0
2012-05-20,0.111,47.635,10.655123919308355,8.0,17.5,10.3,8.7,0.0,0.0
2012-05-21,0.791,53.951,9.827651296829972,5.0,25.7,13.4,9.2,0.0,0.0
2012-05-22,0.791,40.094,8.948268011527377,3.0,27.2,18.3,10.9,0.0,0.0
2012-05-23,0.792,39.045,8.863858789625361,1.0,27.0,20.7,14.2,0.0,0.0
2012-05-24,0.792,47.597,8.7871325648415,1.0,25.9,21.5,16.0,0.0,0.0
2012-05-25,0.79,56.5,8.703112391930835,0.0,25.9,21.1,16.2,0.0,0.0
2012-05-26,0.791,36.996,8.794487031700287,0.0,27.6,20.1,14.3,0.0,0.0
2012-05-27,0.79,41.036,9.165302593659945,0.0,26.3,20.7,13.8,0.0,0.0
2012-05-28,0.566,53.538,8.867092219020172,1.0,23.8,20.0,13.6,0.0,0.0
2012-05-29,0.748,43.22,8.737184438040346,1.0,25.4,19.1,14.4,0.0,0.0
2012-05-30,0.792,41.673,8.568599423631124,3.0,20.8,19.1,12.8,4.2,0.0
2012-05-31,0.791,39.207,8.715170028818445,5.0,21.4,16.8,12.8,0.0,0.0
2012-06-01,0.793,42.491,8.786334293948128,7.0,19.5,17.1,12.8,1.0,0.0
2012-06-02,0.794,36.609,9.106268011527378,7.0,12.7,16.0,12.4,4.8,0.0
2012-06-03,0.178,44.924,10.079948126801153,8.0,14.9,11.8,10.9,14.0,0.0
2012-06-04,0.761,51.181,9.326478386167148,6.0,16.2,11.1,7.3,0.2,0.0
2012-06-05,0.731,53.487,9.927466858789623,6.0,18.8,11.6,7.0,7.0,0.0
2012-06-06,0.822,45.162,9.132066282420748,5.0,17.8,15.1,11.4,3.2,0.0
2012-06-07,0.742,45.532,9.40657636887608,7.0,16.3,15.1,12.4,14.8,0.0
2012-06-08,0.61,58.0,9.369178674351586,7.0,19.5,14.3,12.2,0.2,0.0
2012-06-09,0.777,61.292,9.11370317002882,4.0,17.3,15.2,10.8,0.0,0.0
2012-06-10,0.021,52.988,9.799743515850144,5.0,13.0,12.6,7.9,26.2,0.0
2012-06-11,0.694,58.121,9.790974063400576,8.0,15.4,12.3,11.6,10.2,0.0
2012-06-12,0.67,67.119,9.454161383285305,8.0,18.3,12.9,10.3,0.2,0.0
2012-06-13,0.796,56.576,8.900265129682996,4.0,18.6,13.0,7.6,0.0,0.0
2012-06-14,0.796,65.365,9.014060518731988,4.0,19.3,13.5,8.3,5.4,0.0
2012-06-15,0.796,53.375,9.109051873198847,5.0,19.3,15.9,12.4,1.8,0.0
2012-06-16,0.795,52.817,9.395377521613833,6.0,20.4,15.9,12.4,0.0,0.0
2012-06-17,0.795,57.833,9.539121037463977,5.0,19.5,16.1,11.8,4.2,0.0
2012-06-18,0.81,62.411,9.150976945244958,6.0,20.5,15.3,11.0,0.0,0.0
2012-06-19,0.597,52.864,8.746524495677233,4.0,22.7,15.0,9.5,0.0,0.0
2012-06-20,0.733,49.906,8.597677233429394,4.0,20.4,17.2,11.6,5.6,0.0
2012-06-21,0.786,60.578,8.967276657060518,7.0,18.7,17.2,13.9,2.8,0.0
2012-06-22,0.784,57.554,8.98414409221902,7.0,20.2,14.9,11.1,0.2,0.0
2012-06-23,0.788,67.065,9.298593659942364,5.0,20.9,15.5,10.8,8.8,0.0
2012-06-24,0.789,62.962,9.825821325648414,5.0,22.5,16.3,11.6,0.0,0.0
2012-06-25,0.785,54.079,8.792605187319886,4.0,22.3,17.2,11.9,0.0,0.0
2012-06-26,0.784,63.924,9.018389048991354,7.0,23.4,18.1,13.8,0.0,0.0
2012-06-27,0.531,60.555,9.06972334293948,6.0,27.6,20.4,17.4,0.2,0.0
2012-06-28,0.781,45.923,8.903371757925072,3.0,21.6,22.2,16.7,0.0,0.0
2012-06-29,0.783,47.874,8.589976945244958,5.0,21.6,17.6,13.5,0.0,0.0
2012-06-30,0.741,55.96,8.772106628242074,4.0,19.3,18.4,15.2,0.0,0.0
2012-07-01,0.787,57.558,9.340446685878964,4.0,17.9,15.0,10.6,0.8,0.0
2012-07-02,0.965,55.013,8.813674351585014,7.0,19.3,15.2,12.4,4.8,0.0
2012-07-03,0.736,63.154,8.905100864553315,8.0,22.2,17.0,14.7,5.8,0.0
2012-07-04,0.922,53.452,8.79050432276657,7.0,22.5,19.0,15.7,0.0,0.0
2012-07-05,0.826,55.901,8.644025936599423,7.0,19.0,18.1,13.7,1.2,0.0
2012-07-06,0.888,56.375,8.79957060518732,7.0,19.4,17.0,15.0,8.2,0.0
2012-07-07,0.265,55.21,9.134962536023057,7.0,22.0,15.7,12.0,7.0,0.0
2012-07-08,0.791,45.84,9.86392507204611,7.0,18.8,18.1,14.1,2.6,0.0
2012-07-09,0.899,74.178,9.075976945244957,8.0,18.7,16.6,14.4,0.2,0.0
2012-07-10,0.562,66.958,8.739867435158502,8.0,20.2,15.9,13.1,6.2,0.0
2012-07-11,0.044,55.772,8.752691642651298,5.0,19.3,16.0,11.8,5.8,0.0
2012-07-12,0.658,64.743,8.836273775216139,4.0,20.1,14.5,9.6,9.0,0.0
2012-07-13,0.794,45.457,8.977870317002882,7.0,16.9,16.6,13.0,6.0,0.0
2012-07-14,0.775,45.311,9.28650432276657,8.0,18.8,15.2,13.5,3.0,0.0
2012-07-15,0.795,41.764,9.170308357348704,6.0,18.7,15.6,12.3,0.2,0.0
2012-07-16,0.915,37.437,9.014348703170027,8.0,23.8,15.8,12.8,1.6,0.0
2012-07-17,0.829,46.408,8.583547550432277,5.0,19.2,18.8,13.7,0.0,0.0
2012-07-18,0.905,42.835,8.530550432276657,8.0,20.3,16.9,14.5,1.6,0.0
2012-07-19,0.929,42.277,8.56364841498559,6.0,19.0,16.7,13.1,0.2,0.0
2012-07-20,0.609,54.972,8.672478386167146,6.0,20.7,15.7,12.4,2.0,0.0
2012-07-21,0.79,47.184,8.459138328530258,5.0,23.3,16.2,11.7,0.0,0.0
2012-07-22,0.639,35.101,8.758979827089338,2.0,27.4,18.0,12.6,0.0,0.0
2012-07-23,0.793,36.658,8.565835734870316,0.0,28.9,20.0,12.6,0.0,0.0
2012-07-24,0.835,48.63,8.531818443804035,0.0,30.2,21.8,14.7,0.0,0.0
2012-07-25,0.765,43.034,8.632438040345821,1.0,27.4,23.3,16.4,0.0,0.0
2012-07-26,0.766,42.748,8.55993371757925,0.0,24.8,21.8,16.2,0.0,0.0
2012-07-27,0.791,39.611,8.764573487031699,6.0,21.6,20.5,16.1,0.0,0.0
2012-07-28,0.778,38.604,8.595576368876081,4.0,18.9,18.1,14.5,0.0,0.0
2012-07-29,0.794,46.362,9.144556195965418,3.0,20.7,15.0,11.0,1.6,0.0
2012-07-30,0.793,43.3,8.508870317002883,3.0,20.8,15.3,9.8,3.8,0.0
2012-07-31,0.795,47.454,8.780291066282421,6.0,23.6,15.8,10.8,0.2,0.0
2012-08-01,0.796,45.807,8.660221902017291,5.0,22.8,18.2,12.8,0.4,0.0
2012-08-02,0.793,41.577,8.32171181556196,6.0,23.0,18.9,14.9,0.0,0.0
2012-08-03,0.793,39.612,8.53485590778098,2.0,21.3,17.9,12.8,2.2,0.0
2012-08-04,0.65,36.367,8.524195965417867,5.0,21.5,17.8,14.2,1.8,0.0
2012-08-05,0.795,39.56,9.38306628242075,4.0,22.3,17.0,12.5,1.2,0.0
2012-08-06,0.793,47.503,8.668740634005763,7.0,20.3,18.5,14.7,2.4,0.0
2012-08-07,0.794,47.157,8.48336023054755,6.0,23.7,15.7,11.0,1.0,0.0
2012-08-08,0.795,40.624,8.573443804034582,5.0,26.3,19.2,14.7,0.2,0.0
2012-08-09,0.794,44.08,8.598582132564841,1.0,26.9,19.8,13.2,0.0,0.0
2012-08-10,0.794,32.283,8.486129682997118,2.0,24.1,20.9,14.8,0.0,0.0
2012-08-11,0.794,39.442,8.60535446685879,1.0,26.9,19.4,14.7,0.0,0.0
2012-08-12,0.794,39.03,9.046100864553312,3.0,23.8,21.1,15.3,0.0,0.0
2012-08-13,0.792,35.772,8.473193083573486,7.0,25.1,19.2,14.6,2.8,0.0
2012-08-14,0.792,43.816,8.219829971181555,5.0,23.0,21.2,17.3,0.0,0.0
2012-08-15,0.736,41.803,8.763394812680115,4.0,22.9,20.5,18.0,0.8,0.0
2012-08-16,0.795,40.434,8.550896253602305,4.0,28.5,19.4,15.9,0.0,0.0
2012-08-17,0.797,43.702,8.281812680115275,4.0,30.3,23.2,17.9,0.0,0.0
2012-08-18,0.794,47.015,8.313466858789626,1.0,30.5,24.4,18.4,0.0,0.0
2012-08-19,0.81,42.346,9.128616714697406,1.0,25.5,24.0,17.4,0.0,0.0
2012-08-20,0.766,44.656,8.677907780979828,3.0,22.2,21.2,16.8,0.0,0.0
2012-08-21,0.625,42.636,8.500334293948127,6.0,23.4,19.1,16.0,0.2,0.0
2012-08-22,0.63,45.796,8.451066282420749,4.0,22.4,18.2,12.9,0.0,0.0
2012-08-23,0.63,40.282,8.591164265129683,6.0,20.8,17.5,12.6,0.0,0.0
2012-08-24,0.632,29.813,8.472397694524496,8.0,22.5,17.3,13.7,1.0,0.0
2012-08-25,0.632,35.038,8.553175792507204,7.0,21.5,19.0,15.4,16.4,0.0
2012-08-26,0.631,35.167,8.819922190201728,4.0,22.6,17.2,12.9,0.0,0.0
2012-08-27,0.633,33.161,8.756121037463977,5.0,24.2,16.9,11.2,2.2,0.0
2012-08-28,0.629,43.348,8.463403458213257,4.0,21.0,19.1,13.9,0.0,0.0
2012-08-29,0.631,44.781,8.911533141210375,4.0,18.1,17.1,13.2,3.8,0.0
