date,cloud_cover,max_temp,mean_temp,min_temp,precipitation,snow_depth
2012-01-01,7.0,11.9,12.2,11.3,7.2,0.0
2012-01-02,1.0,12.6,8.1,4.2,2.0,0.0
2012-01-03,5.0,11.7,8.7,4.7,7.8,0.0
2012-01-04,4.0,11.0,8.1,4.4,2.0,0.0
2012-01-05,4.0,10.6,8.3,5.5,0.2,0.0
2012-01-06,3.0,10.6,7.0,3.3,0.0,0.0
2012-01-07,6.0,10.4,7.0,3.4,0.0,0.0
2012-01-08,7.0,12.8,8.9,7.3,0.0,0.0
2012-01-09,7.0,11.4,9.8,6.8,0.2,0.0
2012-01-10,7.0,11.2,10.0,8.6,0.0,0.0
2012-01-11,5.0,13.6,9.0,6.7,0.0,0.0
2012-01-12,4.0,7.1,10.1,6.6,0.0,0.0
2012-01-13,0.0,6.5,3.7,0.2,0.0,0.0
2012-01-14,1.0,6.7,1.7,-3.1,0.2,0.0
2012-01-15,1.0,7.2,2.5,-1.8,0.0,0.0
2012-01-16,0.0,8.7,2.9,-1.4,0.2,0.0
2012-01-17,3.0,12.4,3.1,-2.5,0.6,0.0
2012-01-18,7.0,11.0,5.9,-0.7,4.0,0.0
2012-01-19,5.0,11.3,9.7,8.4,0.8,0.0
2012-01-20,6.0,12.8,7.7,4.0,0.0,0.0
2012-01-21,6.0,12.0,10.1,7.4,0.0,0.0
2012-01-22,5.0,8.6,8.7,5.4,0.0,0.0
2012-01-23,6.0,10.4,6.0,3.4,1.4,0.0
2012-01-24,6.0,10.2,4.9,-0.6,6.2,0.0
2012-01-25,8.0,9.1,7.1,3.9,1.0,0.0
2012-01-26,5.0,9.3,7.7,6.3,0.2,0.0
2012-01-27,1.0,6.7,5.8,2.2,0.4,0.0
2012-01-28,5.0,4.9,4.3,1.9,0.0,0.0
2012-01-29,8.0,4.3,3.1,1.3,0.0,0.0
2012-01-30,7.0,2.3,2.4,0.5,0.0,0.0
2012-01-31,5.0,3.9,0.6,-1.1,0.0,0.0
2012-02-01,3.0,2.0,1.5,-0.9,0.0,0.0
2012-02-02,0.0,2.2,-0.6,-3.2,0.0,0.0
2012-02-03,2.0,1.9,-1.2,-4.5,0.0,2.0
2012-02-04,3.0,2.4,-2.2,-6.3,10.4,0.0
2012-02-05,8.0,4.5,-1.1,-4.6,0.0,7.0
2012-02-06,8.0,4.1,2.6,0.7,0.2,3.0
2012-02-07,5.0,0.7,2.6,1.1,0.0,0.0
2012-02-08,8.0,1.8,-1.4,-3.5,0.0,0.0
2012-02-09,8.0,2.4,0.3,-1.3,2.0,0.0
2012-02-10,5.0,2.4,0.3,-1.9,0.0,4.0
2012-02-11,1.0,4.8,-2.6,-7.6,0.0,2.0
2012-02-12,7.0,6.8,-1.0,-6.8,0.0,2.0
2012-02-13,7.0,8.7,2.8,-1.3,0.6,0.0
2012-02-14,6.0,11.2,5.9,3.0,0.0,0.0
2012-02-15,6.0,11.2,7.9,4.6,0.0,0.0
2012-02-16,4.0,12.2,6.9,2.5,0.0,0.0
2012-02-17,7.0,11.4,8.7,5.1,0.0,0.0
2012-02-18,6.0,7.3,9.7,8.0,2.8,0.0
2012-02-19,1.0,9.5,3.7,0.1,0.0,0.0
2012-02-20,5.0,12.5,3.2,-3.1,0.0,0.0
2012-02-21,8.0,12.5,6.9,1.3,0.0,0.0
2012-02-22,8.0,16.8,10.3,8.1,0.8,0.0
2012-02-23,4.0,14.7,12.6,8.3,0.0,0.0
2012-02-24,7.0,12.2,11.9,9.1,0.0,0.0
2012-02-25,4.0,13.3,9.8,7.4,0.0,0.0
2012-02-26,1.0,11.5,7.6,1.9,0.0,0.0
2012-02-27,8.0,13.1,8.4,5.2,0.0,0.0
2012-02-28,8.0,13.0,10.9,8.6,0.0,0.0
2012-02-29,8.0,14.4,10.8,8.5,0.0,0.0
2012-03-01,5.0,11.7,9.1,3.7,0.0,0.0
2012-03-02,,15.0,7.5,3.2,0.0,0.0
2012-03-03,5.0,9.4,10.8,6.6,2.2,0.0
2012-03-04,8.0,10.3,8.0,6.5,7.4,0.0
2012-03-05,4.0,8.9,6.8,3.2,0.0,0.0
2012-03-06,4.0,12.4,5.4,1.8,0.2,0.0
2012-03-07,5.0,12.1,8.1,3.8,3.8,0.0
2012-03-08,3.0,11.3,6.8,1.4,0.0,0.0
2012-03-09,7.0,15.8,8.1,4.8,0.0,0.0
2012-03-10,7.0,16.4,12.2,8.6,0.0,0.0
2012-03-11,1.0,14.9,10.9,5.3,0.2,0.0
2012-03-12,4.0,10.3,9.3,3.7,0.0,0.0
2012-03-13,6.0,13.5,7.6,4.9,0.0,0.0
2012-03-14,5.0,16.4,9.3,5.1,0.0,0.0
2012-03-15,2.0,9.9,8.8,1.1,0.0,0.0
2012-03-16,8.0,11.1,6.7,3.5,0.0,0.0
2012-03-17,7.0,10.4,9.2,7.3,2.2,0.0
2012-03-18,3.0,14.0,6.5,2.6,0.2,0.0
2012-03-19,0.0,15.5,7.5,0.9,0.0,0.0
2012-03-20,4.0,16.5,9.4,3.3,0.0,0.0
2012-03-21,4.0,18.2,12.2,7.9,0.0,0.0
2012-03-22,1.0,20.3,11.9,5.6,0.0,0.0
2012-03-23,1.0,20.1,13.4,6.5,0.0,0.0
2012-03-24,0.0,15.8,13.4,6.6,0.0,0.0
2012-03-25,0.0,18.9,10.6,5.3,0.0,0.0
2012-03-26,0.0,19.3,11.5,4.0,0.0,0.0
2012-03-27,0.0,22.8,12.1,4.8,0.0,0.0
2012-03-28,0.0,20.4,13.5,4.1,0.0,0.0
2012-03-29,0.0,16.9,13.3,6.1,0.0,0.0
2012-03-30,0.0,11.7,11.8,6.7,0.0,0.0
2012-03-31,6.0,13.7,9.2,6.6,0.0,0.0
2012-04-01,0.0,15.8,7.8,1.8,0.0,0.0
2012-04-02,1.0,15.1,9.6,3.3,0.0,0.0
2012-04-03,4.0,10.3,9.3,3.4,2.6,0.0
2012-04-04,5.0,9.3,6.4,2.4,0.2,0.0
2012-04-05,6.0,13.1,7.8,6.2,0.0,0.0
2012-04-06,3.0,11.2,6.1,-0.9,0.2,0.0
2012-04-07,7.0,14.2,8.5,5.8,0.6,0.0
2012-04-08,7.0,11.6,10.4,6.6,1.8,0.0
2012-04-09,8.0,14.8,9.9,8.2,4.0,0.0
2012-04-10,2.0,14.1,10.1,5.4,1.2,0.0
2012-04-11,2.0,13.2,8.7,3.3,0.0,0.0
2012-04-12,4.0,13.4,7.9,2.5,2.6,0.0
2012-04-13,3.0,12.3,8.1,2.8,0.0,0.0
2012-04-14,6.0,10.0,9.2,6.1,0.0,0.0
2012-04-15,3.0,12.3,6.5,3.0,0.0,0.0
2012-04-16,4.0,14.8,6.4,0.5,1.4,0.0
2012-04-17,6.0,12.4,10.0,5.2,3.6,0.0
2012-04-18,8.0,11.9,8.9,5.4,5.2,0.0
2012-04-19,7.0,13.1,9.0,6.1,2.0,0.0
2012-04-20,5.0,14.8,8.6,4.0,7.2,0.0
2012-04-21,4.0,15.3,8.9,2.9,0.0,0.0
2012-04-22,4.0,10.6,9.8,4.3,2.4,0.0
2012-04-23,7.0,14.1,8.5,6.3,4.2,0.0
2012-04-24,6.0,12.7,10.5,6.8,5.4,0.0
2012-04-25,7.0,14.9,9.4,6.1,11.2,0.0
2012-04-26,6.0,15.8,11.2,7.5,3.2,0.0
2012-04-27,6.0,9.7,12.4,8.9,2.4,0.0
2012-04-28,8.0,15.2,9.0,8.3,18.4,0.0
2012-04-29,6.0,19.2,10.4,5.6,3.8,0.0
2012-04-30,3.0,17.6,13.5,7.7,14.8,0.0
2012-05-01,6.0,14.7,14.5,11.3,0.0,0.0
2012-05-02,8.0,9.4,12.3,9.8,0.6,0.0
2012-05-03,8.0,10.0,8.8,8.1,0.0,0.0
2012-05-04,8.0,10.3,8.6,7.2,0.0,0.0
2012-05-05,8.0,10.4,8.0,5.6,0.2,0.0
2012-05-06,7.0,15.1,7.9,5.3,0.0,0.0
2012-05-07,6.0,18.1,9.1,3.1,2.2,0.0
2012-05-08,7.0,16.8,14.0,9.9,2.2,0.0
2012-05-09,7.0,17.1,13.3,9.8,5.8,0.0
2012-05-10,8.0,16.5,14.6,12.0,4.4,0.0
2012-05-11,4.0,15.7,13.6,10.7,0.0,0.0
2012-05-12,2.0,17.3,10.2,4.6,0.0,0.0
2012-05-13,2.0,12.5,11.1,4.9,0.0,0.0
2012-05-14,5.0,12.4,9.5,6.4,3.6,0.0
2012-05-15,5.0,14.9,8.7,5.0,2.2,0.0
2012-05-16,4.0,15.5,9.0,3.1,0.0,0.0
2012-05-17,7.0,16.2,11.1,6.6,0.0,0.0
2012-05-18,6.0,17.4,12.7,9.2,0.0,0.0
2012-05-19,8.0,11.9,14.4,11.3,0.0,0.0
2012-05-20,8.0,17.5,10.3,8.7,0.0,0.0
2012-05-21,5.0,25.7,13.4,9.2,0.0,0.0
2012-05-22,3.0,27.2,18.3,10.9,0.0,0.0
2012-05-23,1.0,27.0,20.7,14.2,0.0,0.0
2012-05-24,1.0,25.9,21.5,16.0,0.0,0.0
2012-05-25,0.0,25.9,21.1,16.2,0.0,0.0
2012-05-26,0.0,27.6,20.1,14.3,0.0,0.0
2012-05-27,0.0,26.3,20.7,13.8,0.0,0.0
2012-05-28,1.0,23.8,20.0,13.6,0.0,0.0
2012-05-29,1.0,25.4,19.1,14.4,0.0,0.0
2012-05-30,3.0,20.8,19.1,12.8,4.2,0.0
2012-05-31,5.0,21.4,16.8,12.8,0.0,0.0
2012-06-01,7.0,19.5,17.1,12.8,1.0,0.0
2012-06-02,7.0,12.7,16.0,12.4,4.8,0.0
2012-06-03,8.0,14.9,11.8,10.9,14.0,0.0
2012-06-04,6.0,16.2,11.1,7.3,0.2,0.0
2012-06-05,6.0,18.8,11.6,7.0,7.0,0.0
2012-06-06,5.0,17.8,15.1,11.4,3.2,0.0
2012-06-07,7.0,16.3,15.1,12.4,14.8,0.0
2012-06-08,7.0,19.5,14.3,12.2,0.2,0.0
2012-06-09,4.0,17.3,15.2,10.8,0.0,0.0
2012-06-10,5.0,13.0,12.6,7.9,26.2,0.0
2012-06-11,8.0,15.4,12.3,11.6,10.2,0.0
2012-06-12,8.0,18.3,12.9,10.3,0.2,0.0
2012-06-13,4.0,18.6,13.0,7.6,0.0,0.0
2012-06-14,4.0,19.3,13.5,8.3,5.4,0.0
2012-06-15,5.0,19.3,15.9,12.4,1.8,0.0
2012-06-16,6.0,20.4,15.9,12.4,0.0,0.0
2012-06-17,5.0,19.5,16.1,11.8,4.2,0.0
2012-06-18,6.0,20.5,15.3,11.0,0.0,0.0
2012-06-19,4.0,22.7,15.0,9.5,0.0,0.0
2012-06-20,4.0,20.4,17.2,11.6,5.6,0.0
2012-06-21,7.0,18.7,17.2,13.9,2.8,0.0
2012-06-22,7.0,20.2,14.9,11.1,0.2,0.0
2012-06-23,5.0,20.9,15.5,10.8,8.8,0.0
2012-06-24,5.0,22.5,16.3,11.6,0.0,0.0
2012-06-25,4.0,22.3,17.2,11.9,0.0,0.0
2012-06-26,7.0,23.4,18.1,13.8,0.0,0.0
2012-06-27,6.0,27.6,20.4,17.4,0.2,0.0
2012-06-28,3.0,21.6,22.2,16.7,0.0,0.0
2012-06-29,5.0,21.6,17.6,13.5,0.0,0.0
2012-06-30,4.0,19.3,18.4,15.2,0.0,0.0
2012-07-01,4.0,17.9,15.0,10.6,0.8,0.0
2012-07-02,7.0,19.3,15.2,12.4,4.8,0.0
2012-07-03,8.0,22.2,17.0,14.7,5.8,0.0
2012-07-04,7.0,22.5,19.0,15.7,0.0,0.0
2012-07-05,7.0,19.0,18.1,13.7,1.2,0.0
2012-07-06,7.0,19.4,17.0,15.0,8.2,0.0
2012-07-07,7.0,22.0,15.7,12.0,7.0,0.0
2012-07-08,7.0,18.8,18.1,14.1,2.6,0.0
2012-07-09,8.0,18.7,16.6,14.4,0.2,0.0
2012-07-10,8.0,20.2,15.9,13.1,6.2,0.0
2012-07-11,5.0,19.3,16.0,11.8,5.8,0.0
2012-07-12,4.0,20.1,14.5,9.6,9.0,0.0
2012-07-13,7.0,16.9,16.6,13.0,6.0,0.0
2012-07-14,8.0,18.8,15.2,13.5,3.0,0.0
2012-07-15,6.0,18.7,15.6,12.3,0.2,0.0
2012-07-16,8.0,23.8,15.8,12.8,1.6,0.0
2012-07-17,5.0,19.2,18.8,13.7,0.0,0.0
2012-07-18,8.0,20.3,16.9,14.5,1.6,0.0
2012-07-19,6.0,19.0,16.7,13.1,0.2,0.0
2012-07-20,6.0,20.7,15.7,12.4,2.0,0.0
2012-07-21,5.0,23.3,16.2,11.7,0.0,0.0
2012-07-22,2.0,27.4,18.0,12.6,0.0,0.0
2012-07-23,0.0,28.9,20.0,12.6,0.0,0.0
2012-07-24,0.0,30.2,21.8,14.7,0.0,0.0
2012-07-25,1.0,27.4,23.3,16.4,0.0,0.0
2012-07-26,0.0,24.8,21.8,16.2,0.0,0.0
2012-07-27,6.0,21.6,20.5,16.1,0.0,0.0
2012-07-28,4.0,18.9,18.1,14.5,0.0,0.0
2012-07-29,3.0,20.7,15.0,11.0,1.6,0.0
2012-07-30,3.0,20.8,15.3,9.8,3.8,0.0
2012-07-31,6.0,23.6,15.8,10.8,0.2,0.0
2012-08-01,5.0,22.8,18.2,12.8,0.4,0.0
2012-08-02,6.0,23.0,18.9,14.9,0.0,0.0
2012-08-03,2.0,21.3,17.9,12.8,2.2,0.0
2012-08-04,5.0,21.5,17.8,14.2,1.8,0.0
2012-08-05,4.0,22.3,17.0,12.5,1.2,0.0
2012-08-06,7.0,20.3,18.5,14.7,2.4,0.0
2012-08-07,6.0,23.7,15.7,11.0,1.0,0.0
2012-08-08,5.0,26.3,19.2,14.7,0.2,0.0
2012-08-09,1.0,26.9,19.8,13.2,0.0,0.0
2012-08-10,2.0,24.1,20.9,14.8,0.0,0.0
2012-08-11,1.0,26.9,19.4,14.7,0.0,0.0
2012-08-12,3.0,23.8,21.1,15.3,0.0,0.0
2012-08-13,7.0,25.1,19.2,14.6,2.8,0.0
2012-08-14,5.0,23.0,21.2,17.3,0.0,0.0
2012-08-15,4.0,22.9,20.5,18.0,0.8,0.0
2012-08-16,4.0,28.5,19.4,15.9,0.0,0.0
2012-08-17,4.0,30.3,23.2,17.9,0.0,0.0
2012-08-18,1.0,30.5,24.4,18.4,0.0,0.0
2012-08-19,1.0,25.5,24.0,17.4,0.0,0.0
2012-08-20,3.0,22.2,21.2,16.8,0.0,0.0
2012-08-21,6.0,23.4,19.1,16.0,0.2,0.0
2012-08-22,4.0,22.4,18.2,12.9,0.0,0.0
2012-08-23,6.0,20.8,17.5,12.6,0.0,0.0
2012-08-24,8.0,22.5,17.3,13.7,1.0,0.0
2012-08-25,7.0,21.5,19.0,15.4,16.4,0.0
2012-08-26,4.0,22.6,17.2,12.9,0.0,0.0
2012-08-27,5.0,24.2,16.9,11.2,2.2,0.0
2012-08-28,4.0,21.0,19.1,13.9,0.0,0.0
2012-08-29,4.0,18.1,17.1,13.2,3.8,0.0
2012-08-30,5.0,18.8,15.7,13.3,0.0,0.0
2012-08-31,3.0,22.8,12.4,5.9,0.0,0.0
2012-09-01,6.0,18.8,17.9,13.0,0.0,0.0
2012-09-02,5.0,24.7,15.7,12.5,0.0,0.0
2012-09-03,2.0,25.1,19.5,14.2,0.0,0.0
2012-09-04,4.0,20.7,19.4,13.6,0.0,0.0
2012-09-05,1.0,21.7,15.9,11.1,0.0,0.0
2012-09-06,0.0,26.4,15.0,8.3,0.0,0.0
2012-09-07,0.0,27.3,18.5,10.6,0.0,0.0
2012-09-08,0.0,28.3,18.4,9.5,0.0,0.0
2012-09-09,1.0,21.5,19.0,9.7,0.0,0.0
2012-09-10,7.0,19.0,18.9,16.3,0.0,0.0
2012-09-11,4.0,19.0,16.6,14.1,0.0,0.0
2012-09-12,4.0,19.2,13.0,7.0,2.0,0.0
2012-09-13,2.0,21.0,13.1,6.9,0.0,0.0
2012-09-14,5.0,22.9,16.8,12.5,0.0,0.0
2012-09-15,1.0,18.9,15.6,8.3,0.0,0.0
2012-09-16,6.0,19.5,16.0,13.1,0.0,0.0
2012-09-17,6.0,18.1,16.3,13.1,0.0,0.0
2012-09-18,2.0,17.8,14.7,11.3,0.0,0.0
2012-09-19,2.0,17.8,12.1,6.3,0.0,0.0
2012-09-20,4.0,16.8,13.3,8.7,0.0,0.0
2012-09-21,4.0,16.8,13.5,10.2,1.0,0.0
2012-09-22,1.0,15.0,11.5,6.1,0.0,0.0
2012-09-23,5.0,16.0,11.7,8.4,21.8,0.0
2012-09-24,6.0,17.1,13.2,10.4,8.0,0.0
2012-09-25,3.0,16.0,13.3,9.5,1.2,0.0
2012-09-26,7.0,17.5,12.9,9.7,2.2,0.0
2012-09-27,6.0,18.1,14.1,10.7,0.6,0.0
2012-09-28,5.0,16.7,13.3,8.5,0.2,0.0
2012-09-29,1.0,18.1,12.7,8.6,0.0,0.0
2012-09-30,5.0,17.3,12.1,6.1,4.2,0.0
2012-10-01,6.0,17.9,15.2,13.0,2.6,0.0
2012-10-02,6.0,15.1,14.4,10.9,1.2,0.0
2012-10-03,7.0,16.4,13.1,11.0,4.6,0.0
2012-10-04,3.0,15.8,11.4,6.4,6.2,0.0
2012-10-05,8.0,15.3,13.2,10.5,17.6,0.0
2012-10-06,4.0,13.8,11.4,7.5,0.2,0.0
2012-10-07,3.0,12.7,9.3,4.7,0.0,0.0
2012-10-08,8.0,14.3,9.9,7.0,2.8,0.0
2012-10-09,6.0,15.4,11.5,8.7,0.0,0.0
2012-10-10,7.0,15.7,11.8,8.1,0.0,0.0
2012-10-11,8.0,14.8,12.3,8.9,7.8,0.0
2012-10-12,5.0,13.5,12.3,9.7,0.0,0.0
2012-10-13,4.0,12.9,9.6,5.6,0.8,0.0
2012-10-14,1.0,14.2,7.4,1.9,0.0,0.0
2012-10-15,6.0,15.9,8.6,2.9,1.4,0.0
2012-10-16,4.0,17.5,12.1,8.3,12.0,0.0
2012-10-17,5.0,17.0,12.7,7.8,1.6,0.0
2012-10-18,7.0,13.6,14.6,12.1,0.2,0.0
2012-10-19,8.0,14.1,12.4,11.2,8.2,0.0
2012-10-20,7.0,13.6,11.3,8.4,5.2,0.0
2012-10-21,8.0,14.9,11.5,9.3,0.8,0.0
2012-10-22,8.0,13.8,12.8,10.7,0.2,0.0
2012-10-23,8.0,16.9,12.9,11.9,0.0,0.0
2012-10-24,6.0,13.3,14.4,11.9,0.0,0.0
2012-10-25,8.0,9.1,13.1,12.9,0.4,0.0
2012-10-26,7.0,9.1,8.6,8.0,0.2,0.0
2012-10-27,3.0,9.7,5.6,2.1,0.2,0.0
2012-10-28,7.0,13.3,5.0,0.2,3.0,0.0
2012-10-29,7.0,11.1,9.0,4.6,1.8,0.0
2012-10-30,4.0,13.2,7.8,4.5,0.2,0.0
2012-10-31,6.0,10.3,9.7,6.1,9.2,0.0
2012-11-01,4.0,11.3,8.6,6.8,0.4,0.0
2012-11-02,2.0,10.3,7.6,3.8,0.0,0.0
2012-11-03,3.0,8.9,6.3,2.2,11.6,0.0
2012-11-04,6.0,10.2,5.4,1.9,4.8,0.0
2012-11-05,2.0,10.1,5.3,0.3,0.0,0.0
2012-11-06,4.0,10.9,5.4,0.6,0.4,0.0
2012-11-07,4.0,13.1,7.4,3.8,0.0,0.0
2012-11-08,6.0,11.5,9.9,6.6,0.0,0.0
2012-11-09,7.0,10.2,9.7,7.8,4.2,0.0
2012-11-10,6.0,10.7,9.3,8.3,0.2,0.0
2012-11-11,1.0,12.7,6.0,1.3,0.2,0.0
2012-11-12,8.0,15.5,8.0,3.2,1.4,0.0
2012-11-13,6.0,14.2,11.4,7.3,0.2,0.0
2012-11-14,3.0,10.1,12.0,9.7,0.0,0.0
2012-11-15,6.0,12.6,7.1,4.0,0.0,0.0
2012-11-16,8.0,12.5,9.1,5.6,0.0,0.0
2012-11-17,8.0,9.9,9.3,6.0,0.0,0.0
2012-11-18,2.0,12.8,5.6,1.2,0.2,0.0
2012-11-19,5.0,13.4,7.0,1.2,1.0,0.0
2012-11-20,8.0,12.1,10.3,7.1,6.2,0.0
2012-11-21,6.0,13.3,10.8,9.5,4.4,0.0
2012-11-22,6.0,11.6,9.8,6.3,11.6,0.0
2012-11-23,3.0,12.6,8.9,6.1,0.2,0.0
2012-11-24,6.0,11.6,7.4,2.1,12.2,0.0
2012-11-25,6.0,9.3,8.5,5.4,4.6,0.0
2012-11-26,8.0,8.6,8.1,6.8,7.0,0.0
2012-11-27,8.0,7.2,7.7,6.8,1.0,0.0
2012-11-28,6.0,6.5,6.5,5.8,0.0,0.0
2012-11-29,2.0,4.9,4.0,1.5,0.0,0.0
2012-11-30,4.0,6.2,1.7,-1.6,0.0,0.0
2012-12-01,3.0,10.4,2.5,-1.3,0.2,0.0
2012-12-02,2.0,10.8,4.2,-2.1,4.6,0.0
2012-12-03,6.0,8.1,5.2,-0.4,0.4,0.0
2012-12-04,2.0,4.1,4.6,1.0,1.0,0.0
2012-12-05,3.0,5.8,1.1,-2.0,0.2,0.0
2012-12-06,4.0,6.9,0.9,-4.1,2.4,0.0
2012-12-07,4.0,7.3,2.6,-1.7,0.8,0.0
2012-12-08,4.0,9.2,4.9,2.5,0.0,0.0
2012-12-09,6.0,5.9,6.1,2.9,0.0,0.0
2012-12-10,1.0,2.6,4.1,2.3,0.0,0.0
2012-12-11,4.0,0.4,0.5,-1.7,0.2,0.0
2012-12-12,6.0,6.7,-1.9,-4.1,0.0,0.0
2012-12-13,6.0,11.0,1.5,-3.8,0.4,0.0
2012-12-14,6.0,11.7,4.8,-1.4,7.4,0.0
2012-12-15,4.0,10.9,9.2,6.7,0.0,0.0
2012-12-16,4.0,9.3,7.2,3.5,0.8,0.0
2012-12-17,3.0,8.1,7.1,4.8,0.0,0.0
2012-12-18,6.0,8.7,5.9,3.6,0.0,0.0
2012-12-19,8.0,10.2,5.5,2.2,23.6,0.0
2012-12-20,7.0,10.0,7.6,5.0,3.6,0.0
2012-12-21,4.0,13.8,8.1,6.2,9.6,0.0
2012-12-22,8.0,12.4,10.0,6.2,8.4,0.0
2012-12-23,7.0,12.5,10.3,8.2,5.4,0.0
2012-12-24,7.0,9.4,10.0,7.5,8.8,0.0
2012-12-25,7.0,10.6,8.2,7.0,3.2,0.0
2012-12-26,4.0,8.5,6.9,3.2,2.4,0.0
2012-12-27,6.0,12.6,7.2,5.9,4.8,0.0
2012-12-28,8.0,11.7,9.0,5.3,0.8,0.0
